Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
FIr Creation Request,25809,10,4,5570,54.22,0.000%,86.03029,36.97,39.23,440.0
TOTAL,25809,10,4,5570,54.22,0.000%,86.03029,36.97,39.23,440.0
