Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
FIr Creation Request,13134,21,4,22452,331.45,0.000%,43.80468,18.82,243.55,440.0
TOTAL,13134,21,4,22452,331.45,0.000%,43.80468,18.82,243.55,440.0
