Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
FIr Creation Request,32767,8,4,3521,32.96,0.000%,109.21933,46.93,49.60,440.0
TOTAL,32767,8,4,3521,32.96,0.000%,109.21933,46.93,49.60,440.0
