Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
FIr Creation Request,5016,56,5,120012,1776.59,0.020%,16.25732,6.99,830.55,440.3
TOTAL,5016,56,5,120012,1776.59,0.020%,16.25732,6.99,830.55,440.3
