Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
FIr Creation Request,14872,18,2,23552,277.18,0.000%,49.54311,22.40,23.03,463.0
TOTAL,14872,18,2,23552,277.18,0.000%,49.54311,22.40,23.03,463.0
