Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
FIr Creation Request,24934,10,4,3489,52.93,0.000%,83.11749,35.71,37.91,440.0
TOTAL,24934,10,4,3489,52.93,0.000%,83.11749,35.71,37.91,440.0
