Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
FIr Creation Request,11004,25,3,30477,312.99,0.000%,36.63628,16.57,17.03,463.0
TOTAL,11004,25,3,30477,312.99,0.000%,36.63628,16.57,17.03,463.0
