Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
FIr Creation Request,6623,44,5,120007,1475.61,0.015%,20.36919,8.76,1057.60,440.2
TOTAL,6623,44,5,120007,1475.61,0.015%,20.36919,8.76,1057.60,440.2
