Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
FIr Creation Request,7146,40,3,22858,431.71,0.000%,23.81643,10.77,11.02,463.0
TOTAL,7146,40,3,22858,431.71,0.000%,23.81643,10.77,11.02,463.0
