Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
FIr Creation Request,23519,11,4,7686,95.02,0.000%,78.36167,33.67,35.58,440.0
TOTAL,23519,11,4,7686,95.02,0.000%,78.36167,33.67,35.58,440.0
