Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
FIr Creation Request,7367,38,3,21345,419.38,0.000%,24.55708,11.10,11.42,463.0
TOTAL,7367,38,3,21345,419.38,0.000%,24.55708,11.10,11.42,463.0
