Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
FIr Creation Request,6787,39,5,28755,503.85,0.000%,22.69133,9.75,1161.81,440.0
TOTAL,6787,39,5,28755,503.85,0.000%,22.69133,9.75,1161.81,440.0
