Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
FIr Creation Request,7368,38,3,17200,292.86,0.000%,24.55992,11.10,249.96,463.0
TOTAL,7368,38,3,17200,292.86,0.000%,24.55992,11.10,249.96,463.0
