Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
FIr Creation Request,10907,28,4,31126,375.24,0.000%,33.46455,15.13,340.82,463.0
TOTAL,10907,28,4,31126,375.24,0.000%,33.46455,15.13,340.82,463.0
