Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
FIr Creation Request,10630,28,3,34562,378.11,0.000%,34.44622,15.57,38.38,463.0
TOTAL,10630,28,3,34562,378.11,0.000%,34.44622,15.57,38.38,463.0
