Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
FIr Creation Request,8815,31,3,39385,567.99,0.000%,29.32488,13.26,13.63,463.0
TOTAL,8815,31,3,39385,567.99,0.000%,29.32488,13.26,13.63,463.0
