Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
FIr Creation Request,5511,52,3,38301,644.50,0.000%,18.36131,8.30,187.00,463.0
TOTAL,5511,52,3,38301,644.50,0.000%,18.36131,8.30,187.00,463.0
