Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
FIr Creation Request,24259,11,4,1592,34.73,0.000%,80.86495,34.75,36.72,440.0
TOTAL,24259,11,4,1592,34.73,0.000%,80.86495,34.75,36.72,440.0
