Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
Firs Test single user:FIr Creation Request,6132,48,3,56623,978.57,0.000%,19.82266,8.96,201.75,463.0
TOTAL,6132,48,3,56623,978.57,0.000%,19.82266,8.96,201.75,463.0
