Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
FIr Creation Request,6375,45,3,50633,736.28,0.000%,21.25050,9.61,216.28,463.0
TOTAL,6375,45,3,50633,736.28,0.000%,21.25050,9.61,216.28,463.0
