Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
FIr Creation Request,8406,34,3,23874,383.50,0.000%,28.02000,12.67,31.03,463.0
TOTAL,8406,34,3,23874,383.50,0.000%,28.02000,12.67,31.03,463.0
