Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
Firs Test single user:FIr Creation Request,8359,41,3,61723,875.16,0.000%,23.23849,10.51,236.52,463.0
TOTAL,8359,41,3,61723,875.16,0.000%,23.23849,10.51,236.52,463.0
