Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
FIr Creation Request,6033,49,3,24384,569.11,0.000%,19.99987,9.04,22.29,463.0
TOTAL,6033,49,3,24384,569.11,0.000%,19.99987,9.04,22.29,463.0
