Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
FIr Creation Request,7164,36,5,98947,1170.20,0.000%,23.80320,10.23,1208.54,440.0
TOTAL,7164,36,5,98947,1170.20,0.000%,23.80320,10.23,1208.54,440.0
