Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
FIr Creation Request,5030,63,4,31067,907.32,0.000%,15.40351,6.62,85.87,440.0
TOTAL,5030,63,4,31067,907.32,0.000%,15.40351,6.62,85.87,440.0
