Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
FIr Creation Request,32995,8,3,530,14.08,0.000%,109.98333,47.26,49.94,440.0
TOTAL,32995,8,3,530,14.08,0.000%,109.98333,47.26,49.94,440.0
