Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
FIr Creation Request,4932,63,5,49326,1164.99,0.000%,14.70527,6.32,751.57,440.0
TOTAL,4932,63,5,49326,1164.99,0.000%,14.70527,6.32,751.57,440.0
