Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
FIr Creation Request,3169,89,4,120940,2839.56,0.032%,10.53128,4.53,542.60,440.5
TOTAL,3169,89,4,120940,2839.56,0.032%,10.53128,4.53,542.60,440.5
