Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
Firs Test single user:FIr Creation Request,6017,47,3,38852,719.66,0.000%,20.05500,9.07,204.11,463.0
TOTAL,6017,47,3,38852,719.66,0.000%,20.05500,9.07,204.11,463.0
