Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
FIr Creation Request,11994,23,3,39673,367.33,0.000%,39.98027,18.08,406.91,463.0
TOTAL,11994,23,3,39673,367.33,0.000%,39.98027,18.08,406.91,463.0
