Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
FIr Creation Request,5771,52,3,96137,1470.40,0.017%,19.13658,8.23,9.44,440.4
TOTAL,5771,52,3,96137,1470.40,0.017%,19.13658,8.23,9.44,440.4
