Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
Firs Test single user:FIr Creation Request,5376,54,4,39603,853.85,0.000%,17.72660,8.02,19.63,463.0
TOTAL,5376,54,4,39603,853.85,0.000%,17.72660,8.02,19.63,463.0
