Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
FIr Creation Request,10673,26,3,47803,630.65,0.000%,35.57868,16.09,16.47,463.0
TOTAL,10673,26,3,47803,630.65,0.000%,35.57868,16.09,16.47,463.0
