Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
FIr Creation Request,3303,80,5,17261,601.78,0.000%,11.01037,4.73,557.12,440.0
TOTAL,3303,80,5,17261,601.78,0.000%,11.01037,4.73,557.12,440.0
