Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
FIr Creation Request,6558,19,3,15391,222.74,0.015%,51.53027,22.16,25.31,440.3
TOTAL,6558,19,3,15391,222.74,0.015%,51.53027,22.16,25.31,440.3
