Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
FIr Creation Request,19302,14,3,10431,134.79,0.000%,64.26973,29.06,29.75,463.0
TOTAL,19302,14,3,10431,134.79,0.000%,64.26973,29.06,29.75,463.0
