Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
Firs Test single user:FIr Creation Request,5762,52,4,39396,651.00,0.000%,18.36395,8.30,186.90,463.0
TOTAL,5762,52,4,39396,651.00,0.000%,18.36395,8.30,186.90,463.0
