Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
FIr Creation Request,6894,55,5,120470,1727.05,0.015%,16.69844,7.18,852.23,440.2
TOTAL,6894,55,5,120470,1727.05,0.015%,16.69844,7.18,852.23,440.2
