Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
Firs Test single user:FIr Creation Request,6060,50,3,65975,1148.30,0.000%,19.07454,8.62,194.14,463.0
TOTAL,6060,50,3,65975,1148.30,0.000%,19.07454,8.62,194.14,463.0
