Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
FIr Creation Request,7762,24,5,4911,82.01,0.000%,25.87040,11.70,1325.44,463.0
TOTAL,7762,24,5,4911,82.01,0.000%,25.87040,11.70,1325.44,463.0
