Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
FIr Creation Request,4150,73,4,120007,2082.41,0.024%,12.74210,5.48,657.76,440.4
TOTAL,4150,73,4,120007,2082.41,0.024%,12.74210,5.48,657.76,440.4
