Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
FIr Creation Request,6005,48,3,33284,592.57,0.000%,20.01587,9.05,203.85,463.0
TOTAL,6005,48,3,33284,592.57,0.000%,20.01587,9.05,203.85,463.0
