Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
FIr Creation Request,1600,195,5,84323,3546.14,0.000%,4.95924,2.13,251.44,440.0
TOTAL,1600,195,5,84323,3546.14,0.000%,4.95924,2.13,251.44,440.0
