Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
FIr Creation Request,7869,36,4,50605,701.72,0.000%,26.18540,11.84,266.69,463.0
TOTAL,7869,36,4,50605,701.72,0.000%,26.18540,11.84,266.69,463.0
