Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
FIr Creation Request,4014,14,4,5385,154.27,0.000%,67.99126,29.21,31.54,440.0
TOTAL,4014,14,4,5385,154.27,0.000%,67.99126,29.21,31.54,440.0
