Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
FIr Creation Request,5593,48,5,120180,1611.30,0.018%,18.56006,7.98,951.76,440.3
TOTAL,5593,48,5,120180,1611.30,0.018%,18.56006,7.98,951.76,440.3
