Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
FIr Creation Request,10872,25,4,26028,350.92,0.000%,36.12044,15.52,199.31,440.0
TOTAL,10872,25,4,26028,350.92,0.000%,36.12044,15.52,199.31,440.0
