Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
FIr Creation Request,12731,21,3,11140,143.84,0.000%,42.43653,19.19,19.73,463.0
TOTAL,12731,21,3,11140,143.84,0.000%,42.43653,19.19,19.73,463.0
