Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
FIr Creation Request,10812,25,3,28374,366.33,0.000%,36.02487,16.29,16.75,463.0
TOTAL,10812,25,3,28374,366.33,0.000%,36.02487,16.29,16.75,463.0
