Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
Firs Test single user:FIr Creation Request,3238,89,3,27314,893.13,0.000%,10.78025,4.87,109.72,463.0
TOTAL,3238,89,3,27314,893.13,0.000%,10.78025,4.87,109.72,463.0
