Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
FIr Creation Request,3492,102,3,68909,1646.87,0.000%,9.72450,4.40,10.84,463.0
TOTAL,3492,102,3,68909,1646.87,0.000%,9.72450,4.40,10.84,463.0
