Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
FIr Creation Request,6779,43,3,31759,549.86,0.000%,22.10195,9.99,10.27,463.0
TOTAL,6779,43,3,31759,549.86,0.000%,22.10195,9.99,10.27,463.0
