Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
FIr Creation Request,18067,16,3,120013,893.76,0.006%,56.29559,24.19,25.56,440.1
TOTAL,18067,16,3,120013,893.76,0.006%,56.29559,24.19,25.56,440.1
