Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
FIr Creation Request,7424,40,5,120326,1414.21,0.013%,21.99482,9.46,1133.27,440.2
TOTAL,7424,40,5,120326,1414.21,0.013%,21.99482,9.46,1133.27,440.2
