Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
FIr Creation Request,7996,36,4,31399,563.15,0.000%,26.56549,11.41,146.19,440.0
TOTAL,7996,36,4,31399,563.15,0.000%,26.56549,11.41,146.19,440.0
