Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
FIr Creation Request,5505,56,4,21115,728.30,0.000%,17.44556,7.50,75.31,440.0
TOTAL,5505,56,4,21115,728.30,0.000%,17.44556,7.50,75.31,440.0
