Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
FIr Creation Request,6998,41,4,3497,135.96,0.000%,23.31524,10.02,130.61,440.0
TOTAL,6998,41,4,3497,135.96,0.000%,23.31524,10.02,130.61,440.0
