Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
FIr Creation Request,9463,25,5,106472,1095.22,0.000%,31.57860,13.57,1621.98,440.0
TOTAL,9463,25,5,106472,1095.22,0.000%,31.57860,13.57,1621.98,440.0
