Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
FIr Creation Request,2374,160,5,120008,3890.71,0.042%,6.06121,2.61,311.27,440.7
TOTAL,2374,160,5,120008,3890.71,0.042%,6.06121,2.61,311.27,440.7
