Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
FIr Creation Request,11313,21,5,1400,47.06,0.000%,37.58771,16.15,1919.08,440.0
TOTAL,11313,21,5,1400,47.06,0.000%,37.58771,16.15,1919.08,440.0
