Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
FIr Creation Request,15627,14,4,1017,46.19,0.000%,51.91539,22.31,2643.85,440.0
TOTAL,15627,14,4,1017,46.19,0.000%,51.91539,22.31,2643.85,440.0
