Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
FIr Creation Request,10193,28,3,45693,542.67,0.000%,33.15832,14.99,15.41,463.0
TOTAL,10193,28,3,45693,542.67,0.000%,33.15832,14.99,15.41,463.0
