Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
FIr Creation Request,5004,59,5,53342,1236.38,0.000%,15.55849,6.69,798.87,440.0
TOTAL,5004,59,5,53342,1236.38,0.000%,15.55849,6.69,798.87,440.0
