Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
FIr Creation Request,7687,37,4,31728,439.17,0.000%,25.51930,11.54,259.73,463.0
TOTAL,7687,37,4,31728,439.17,0.000%,25.51930,11.54,259.73,463.0
